JSHSHIR,NS10_CODE,NS11_CODE,NA2_CODE,MONTH,NAC,UPL,YEAR,DISTRICT_NAME
YTT_003553,26,2604,181,11,14819659.17804938,10434865.108410398,2026,Yakkasaroy tumani
YTT_004549,26,2606,46,7,968456.2874918625,960374.502894078,2026,Chilonzor tumani
YTT_002782,26,2611,51,10,7645380.865739174,5534578.532976933,2026,Bektemir tumani
YTT_003388,26,2601,32,3,2988624.0602728203,2733880.6941637383,2026,Mirobod tumani
YTT_001225,5026,2609,99,7,13188097.486619508,11946913.259384673,2026,Olmazor tumani
YTT_004323,26,2611,46,3,4133653.9425049494,3761785.757586559,2026,Bektemir tumani
YTT_000785,26,2612,99,5,732960.3956094355,649942.0485788883,2026,Yangihayot tumani
YTT_001815,26,2604,32,9,10053555.14506599,8805356.98372758,2026,Yakkasaroy tumani
YTT_004652,26,2602,47,12,2656625.722950865,2602445.024585521,2026,Mirzo Ulug'bek tumani
YTT_001239,26,2608,100,4,1835130.1374942919,1369407.5779203628,2026,Yashnobod tumani
YTT_002175,26,2609,38,2,11894700.251091626,10598567.55259976,2026,Olmazor tumani
YTT_004510,26,2602,182,11,7392509.079086871,5782204.306609258,2026,Mirzo Ulug'bek tumani
YTT_001487,26,2603,99,9,7084785.619672782,6495296.74348952,2026,Yunusobod tumani
YTT_002096,26,5026,172,1,9943763.300882624,8704098.585408567,2026,Toshkent shahri (maxsus toifa)
YTT_004088,26,2607,1,7,7125723.502909223,6856798.207519321,2026,Sergeli tumani
YTT_002370,26,2608,182,4,13548394.866151303,10914890.820189368,2026,Yashnobod tumani
YTT_002786,26,2603,186,11,3048511.54938441,2655612.1870741057,2026,Yunusobod tumani
YTT_004847,26,2610,100,12,144421.9618007319,131001.26634868495,2026,Uchtepa tumani
YTT_002286,26,2605,130,9,1870840.9673407637,1458734.7821029609,2026,Shayxontohur tumani
YTT_001418,26,2607,181,10,8569670.445528505,7196896.958016163,2026,Sergeli tumani
YTT_000789,26,2604,99,2,9016537.930539453,7367578.2531724535,2026,Yakkasaroy tumani
YTT_000274,26,2603,1,10,14880117.534957416,14616892.587914767,2026,Yunusobod tumani
YTT_004314,26,2610,46,4,30201.229901281025,22293.13327113482,2026,Uchtepa tumani
YTT_000888,26,2610,99,9,2230482.5753149977,1744822.388252218,2026,Uchtepa tumani
YTT_000271,26,2612,186,12,2331864.7792930775,2284284.2569068503,2026,Yangihayot tumani
YTT_003061,26,2609,99,11,459792.58921621717,420141.14150672854,2026,Olmazor tumani
YTT_002864,26,2611,32,8,5022717.107240005,4405581.804344161,2026,Bektemir tumani
YTT_003648,26,5026,47,6,4518536.722810191,3444295.467352889,2026,Toshkent shahri (maxsus toifa)
YTT_004966,26,2603,134,5,4718548.422105278,4420147.075624043,2026,Yunusobod tumani
YTT_000616,26,2609,100,12,10716131.890255932,7542556.722416607,2026,Olmazor tumani
YTT_001502,5026,2601,182,11,2049067.5409959622,1794502.1247995037,2026,Mirobod tumani
YTT_000477,26,2606,38,9,6272657.7802854385,4919074.328457008,2026,Chilonzor tumani
YTT_001777,26,2608,1,4,236907.46426964577,176537.3178967057,2026,Yashnobod tumani
YTT_002538,26,5026,134,5,8557293.519963091,7408247.016520983,2026,Toshkent shahri (maxsus toifa)
YTT_003010,26,2611,32,10,4745340.9182129465,4395742.678132595,2026,Bektemir tumani
YTT_000390,26,2609,51,9,16146422.428398708,12966544.112264428,2026,Olmazor tumani
YTT_002625,26,2604,182,7,8459729.16731581,6922278.684796456,2026,Yakkasaroy tumani
YTT_000771,26,5026,182,7,4903968.271911332,3709971.3777646483,2026,Toshkent shahri (maxsus toifa)
YTT_003887,26,2605,1,9,1661754.7505255267,1316266.7896787447,2026,Shayxontohur tumani
YTT_004562,26,2607,46,12,1800943.9788213319,1606357.4781806644,2026,Sergeli tumani
YTT_001923,26,2612,134,7,10904517.74213972,8690632.856064193,2026,Yangihayot tumani
YTT_004484,26,2608,181,7,806765.9486039568,743044.7447259659,2026,Yashnobod tumani
YTT_003758,26,2607,199,10,4078516.8760880963,3260073.9105116343,2026,Sergeli tumani
YTT_002272,26,2610,46,9,5545777.025639894,5543039.105452717,2026,Uchtepa tumani
YTT_004047,26,2612,130,9,1568699.6947144927,1294233.874230232,2026,Yangihayot tumani
YTT_002725,26,2610,38,5,3107926.484173628,2778862.353241147,2026,Uchtepa tumani
YTT_000342,26,2604,134,7,579895.5839101215,540582.3698570777,2026,Yakkasaroy tumani
YTT_001953,26,2605,182,2,65799.15798238567,55440.10062343724,2026,Shayxontohur tumani
YTT_002074,26,2610,186,5,15559062.081139192,13332877.503385887,2026,Uchtepa tumani
YTT_003910,26,2603,134,9,9418143.392382344,8635425.58714751,2026,Yunusobod tumani
YTT_000703,5026,2610,1,11,3760833.672814966,2961216.3025272866,2026,Uchtepa tumani
YTT_001508,26,2612,99,5,11557115.112878118,9217625.285284549,2026,Yangihayot tumani
YTT_001267,26,2604,51,1,2352137.6012588623,1745029.8688210074,2026,Yakkasaroy tumani
YTT_002945,26,5026,99,1,374223.53646843927,285834.78807595494,2026,Toshkent shahri (maxsus toifa)
YTT_003604,26,5026,186,9,609698.137512748,585860.1229618385,2026,Toshkent shahri (maxsus toifa)
YTT_002419,26,2606,32,3,12486565.668323392,10933667.528935518,2026,Chilonzor tumani
YTT_001323,26,2612,134,7,357664.84973821085,325612.2499223306,2026,Yangihayot tumani
YTT_000427,26,2606,186,11,11752233.91206413,8545588.558740264,2026,Chilonzor tumani
YTT_002891,26,5026,32,3,1061878.6831218777,825086.4750545115,2026,Toshkent shahri (maxsus toifa)
YTT_003006,26,2605,186,11,1244013.1977924055,1060144.6195966562,2026,Shayxontohur tumani
YTT_001647,26,2607,182,7,10878191.892331498,9238696.292654863,2026,Sergeli tumani
YTT_002430,26,2604,130,5,2282963.5537864054,2097269.7820240157,2026,Yakkasaroy tumani
YTT_004230,26,2612,130,8,5229682.262380956,5174558.16799943,2026,Yangihayot tumani
YTT_001241,26,2605,172,12,1483215.0019921688,1047588.0733217541,2026,Shayxontohur tumani
YTT_000530,26,2601,1,12,457003.0971708388,418303.32549793937,2026,Mirobod tumani
YTT_003471,26,2604,134,5,4250454.885956192,4191255.346719829,2026,Yakkasaroy tumani
YTT_004075,26,2603,199,2,15170682.39985579,13978932.533785567,2026,Yunusobod tumani
YTT_004620,26,2605,186,10,989474.191236548,961243.4867026029,2026,Shayxontohur tumani
YTT_001513,26,5026,182,1,12492.86217425124,11863.552922853229,2026,Toshkent shahri (maxsus toifa)
YTT_000297,26,2604,130,2,5485816.687284362,4441294.527839392,2026,Yakkasaroy tumani
YTT_001423,26,2603,199,4,774383.7903074187,747245.5468540785,2026,Yunusobod tumani
YTT_002637,26,2611,99,12,5190928.451025273,3790804.210776441,2026,Bektemir tumani
YTT_003537,26,2608,32,11,4898040.625657239,4231961.770689298,2026,Yashnobod tumani
YTT_004957,26,2603,1,7,8006151.324174787,7708020.0031446405,2026,Yunusobod tumani
YTT_000257,26,2611,100,12,6532013.817788033,5270364.17841805,2026,Bektemir tumani
YTT_000121,26,2612,199,1,4430168.106076161,3399072.9063261836,2026,Yangihayot tumani
YTT_002127,26,2608,199,4,8053454.850740816,7783364.7227280475,2026,Yashnobod tumani
YTT_002045,26,2610,99,9,1535683.4667079446,1246167.867888888,2026,Uchtepa tumani
YTT_001956,26,2602,199,2,1647908.0091618889,1214287.938157809,2026,Mirzo Ulug'bek tumani
YTT_001735,26,2612,199,1,6891703.358053726,5186415.842750691,2026,Yangihayot tumani
YTT_004169,26,2608,38,6,4804301.56230788,4238568.84700869,2026,Yashnobod tumani
YTT_002990,26,2607,186,2,96987.26562653157,86861.65370699581,2026,Sergeli tumani
YTT_001284,26,2607,47,4,6700954.3208598355,6256704.211971566,2026,Sergeli tumani
YTT_000454,26,2601,130,9,14997659.113276262,14332388.002269875,2026,Mirobod tumani
YTT_004862,26,2612,32,5,7842819.645634353,5925810.93279658,2026,Yangihayot tumani
YTT_001579,26,2609,100,10,11284214.768454688,9855488.274065498,2026,Olmazor tumani
YTT_003755,26,2608,130,6,7399063.989496876,7302327.788238843,2026,Yashnobod tumani
YTT_002834,26,2610,130,5,251468.38280661296,239216.81056868742,2026,Uchtepa tumani
YTT_001559,26,2609,99,7,6022977.007362147,5869981.472383248,2026,Olmazor tumani
YTT_002122,26,2601,182,12,61061.31940446125,59167.025461439785,2026,Mirobod tumani
YTT_003885,26,2603,99,8,827761.5021459383,767836.756470682,2026,Yunusobod tumani
YTT_003970,26,2605,1,9,8820579.619635226,8471231.141055956,2026,Shayxontohur tumani
YTT_000542,26,2610,100,3,2764437.042584183,2419367.6084553488,2026,Uchtepa tumani
YTT_002889,26,2612,130,10,984016.2866684261,872751.5362843121,2026,Yangihayot tumani
YTT_004494,26,2606,134,1,3437125.9469434833,2631905.112843503,2026,Chilonzor tumani
YTT_003395,26,2603,186,4,4536908.856680149,3777797.4540333236,2026,Yunusobod tumani
YTT_004093,26,2601,46,7,455451.34903223946,385691.48474329786,2026,Mirobod tumani
YTT_000254,26,2607,46,11,2090275.451518718,1563878.695094074,2026,Sergeli tumani
YTT_000387,26,2602,1,1,14253515.816837154,12870759.197257083,2026,Mirzo Ulug'bek tumani
YTT_002217,26,2603,181,2,1226332.768468627,1120371.968531293,2026,Yunusobod tumani
YTT_003942,26,2601,46,4,3837115.576722673,3644549.4995656116,2026,Mirobod tumani
YTT_000665,26,2612,186,9,1702454.78869764,1452377.3306088946,2026,Yangihayot tumani
YTT_004028,26,2604,182,9,978327.0266185993,977786.7416000096,2026,Yakkasaroy tumani
YTT_001792,26,2612,47,7,17715071.871891852,15149733.691455431,2026,Yangihayot tumani
YTT_003512,26,5026,51,2,2270449.3155749585,1663495.9124342785,2026,Toshkent shahri (maxsus toifa)
YTT_002455,26,2609,46,4,7162906.279297011,5478741.863408077,2026,Olmazor tumani
YTT_004826,26,2612,32,9,9345100.32248297,6673207.287889857,2026,Yangihayot tumani
YTT_000734,5026,2608,99,3,3398340.599133677,2837343.7235387396,2026,Yashnobod tumani
YTT_000481,26,2607,100,5,963238.5201694779,896336.1807416524,2026,Sergeli tumani
YTT_003609,5026,2609,47,8,12019652.970695555,10965118.926108468,2026,Olmazor tumani
YTT_001086,5026,2603,182,3,3197890.1305664727,3168716.1016887687,2026,Yunusobod tumani
YTT_001137,26,5026,99,12,3171306.021636348,2877208.0379453492,2026,Toshkent shahri (maxsus toifa)
YTT_003576,26,2605,186,6,4015666.2913969867,3163642.0854226374,2026,Shayxontohur tumani
YTT_000511,26,2606,32,3,1742425.5481800686,1468863.3429765003,2026,Chilonzor tumani
YTT_001427,26,2605,130,6,2293624.8679331634,1616970.8248030036,2026,Shayxontohur tumani
YTT_002162,26,2605,1,5,2269609.062805579,2239164.4908748055,2026,Shayxontohur tumani
YTT_003408,26,2601,47,7,3506516.584823478,2954821.7876088205,2026,Mirobod tumani
YTT_004579,26,2604,134,12,2205964.0041095684,2196417.449956477,2026,Yakkasaroy tumani
YTT_004950,26,2606,47,5,6882054.751588629,6485602.664814338,2026,Chilonzor tumani
YTT_000084,26,2607,100,5,2736203.783146207,2102854.4056835664,2026,Sergeli tumani
YTT_004848,26,2609,46,1,3759194.576168473,3613125.436605003,2026,Olmazor tumani
YTT_000967,26,2601,172,4,1544156.114135072,1468185.041038104,2026,Mirobod tumani
YTT_003690,26,2605,51,2,13084669.297037302,11915152.100393184,2026,Shayxontohur tumani
YTT_003933,26,2605,199,12,7161749.144370379,5736826.298247045,2026,Shayxontohur tumani
YTT_003307,26,2602,134,4,29115.913878778396,27486.55000978556,2026,Mirzo Ulug'bek tumani
YTT_002435,26,2604,99,11,4660183.847958441,4166366.2175886678,2026,Yakkasaroy tumani
YTT_003719,26,2602,100,12,70395.66286243546,49549.483854109094,2026,Mirzo Ulug'bek tumani
YTT_003860,26,5026,181,10,1858219.9873543184,1563391.766898415,2026,Toshkent shahri (maxsus toifa)
YTT_000538,5026,2612,1,4,1411171.6423818318,1124042.200893595,2026,Yangihayot tumani
YTT_001411,26,2602,99,3,4815772.955865884,3472211.942454976,2026,Mirzo Ulug'bek tumani
YTT_003935,26,2604,38,9,1256359.707256497,952959.0088223083,2026,Yakkasaroy tumani
YTT_001033,26,5026,172,8,7614790.7822095305,5567936.563843877,2026,Toshkent shahri (maxsus toifa)
YTT_000657,26,2605,46,5,148126.85083220835,130925.98395396645,2026,Shayxontohur tumani
YTT_001280,26,2612,38,11,6446252.7623926615,5507394.721756613,2026,Yangihayot tumani
YTT_002712,26,2608,181,2,3624653.512509158,3544698.590510137,2026,Yashnobod tumani
YTT_000493,26,2602,186,5,615654.2643170082,517852.2746107758,2026,Mirzo Ulug'bek tumani
YTT_004348,26,2608,47,4,3159651.588007845,2304368.312703433,2026,Yashnobod tumani
YTT_000348,26,2604,1,1,2765058.424157841,2758679.2086477824,2026,Yakkasaroy tumani
YTT_000748,26,2611,181,11,786250.3227396066,653299.6367058982,2026,Bektemir tumani
YTT_003712,5026,2603,99,5,15135304.320553388,10863240.923845746,2026,Yunusobod tumani
YTT_002285,26,2604,199,5,729258.1776307613,702607.4542760822,2026,Yakkasaroy tumani
YTT_004894,26,2609,182,9,3527163.1824478074,2957250.116868228,2026,Olmazor tumani
YTT_004674,26,2611,100,8,1927231.9247068232,1489654.4405204598,2026,Bektemir tumani
YTT_002238,26,2601,47,7,1462057.2753219556,1382161.5953771747,2026,Mirobod tumani
YTT_001313,26,2601,172,1,6570619.922830155,6427632.615667415,2026,Mirobod tumani
YTT_000002,26,2607,182,7,14485508.20371163,13597896.554552812,2026,Sergeli tumani
YTT_000641,26,2607,38,7,1649198.773397387,1508878.2911408225,2026,Sergeli tumani
YTT_003259,26,5026,172,6,1178152.3676857697,997762.1002554214,2026,Toshkent shahri (maxsus toifa)
YTT_002159,26,2612,47,6,8476620.161982983,7895726.292442243,2026,Yangihayot tumani
YTT_002350,26,2604,1,4,743401.4566736593,603429.1889970334,2026,Yakkasaroy tumani
YTT_004170,26,2608,1,3,4704221.495100619,4574046.265526167,2026,Yashnobod tumani
YTT_001982,26,2610,32,6,5722665.964683948,5206319.53366962,2026,Uchtepa tumani
YTT_001135,26,2604,46,7,2740307.007380623,2547065.412774441,2026,Yakkasaroy tumani
YTT_002804,5026,2612,51,4,4958174.876903089,3682599.060372528,2026,Yangihayot tumani
YTT_000936,26,2607,182,10,678927.6534804914,513439.0677523261,2026,Sergeli tumani
YTT_002379,26,2609,47,11,15276096.58231002,11313028.204838108,2026,Olmazor tumani
YTT_004565,26,2607,186,12,1486641.7786156437,1269711.1791493772,2026,Sergeli tumani
YTT_003962,26,5026,100,7,6061656.813476089,5448815.847247188,2026,Toshkent shahri (maxsus toifa)
YTT_003186,26,2607,46,12,1341914.2445257865,1123774.6897195387,2026,Sergeli tumani
YTT_004453,26,2605,181,6,3030660.20772275,2939695.074988819,2026,Shayxontohur tumani
YTT_002109,26,2604,172,2,14312755.087030841,11962314.253148986,2026,Yakkasaroy tumani
YTT_000004,26,2604,47,7,3501347.1481049377,2799944.316504841,2026,Yakkasaroy tumani
YTT_000723,26,2609,47,10,32649.60242610671,30700.938083873436,2026,Olmazor tumani
YTT_000484,26,2609,99,9,3327548.1483223448,3130392.9508698,2026,Olmazor tumani
YTT_001107,26,2609,38,6,2349547.3392164735,1801805.2475817848,2026,Olmazor tumani
YTT_002158,26,2610,47,11,21273042.21017373,20906657.971684445,2026,Uchtepa tumani
YTT_004819,26,2601,182,2,4287527.413044088,4258010.178543582,2026,Mirobod tumani
YTT_004276,26,2612,181,10,887185.3970773447,664368.4685405417,2026,Yangihayot tumani
YTT_003381,26,2610,181,4,1330065.4038459652,1117958.5200856826,2026,Uchtepa tumani
YTT_003985,26,2606,134,9,2929301.900453151,2581795.4767945018,2026,Chilonzor tumani
YTT_003774,26,2606,181,1,2282688.3870393145,1684640.4254359668,2026,Chilonzor tumani
YTT_004027,26,2611,47,7,6403979.823306988,4637473.405676346,2026,Bektemir tumani
YTT_003446,26,2609,181,7,14085345.6961587,12899314.038526049,2026,Olmazor tumani
YTT_001506,26,2603,47,3,4859845.781947689,4796252.383932201,2026,Yunusobod tumani
YTT_000463,26,2610,1,12,1396663.1068709567,1239143.9958772087,2026,Uchtepa tumani
YTT_004709,26,2601,186,5,12728581.23991611,12723919.859801006,2026,Mirobod tumani
YTT_000021,26,2609,51,4,4541962.790700064,3985359.1760429316,2026,Olmazor tumani
YTT_002680,26,2610,46,4,172151.7547389593,162369.73882458455,2026,Uchtepa tumani
YTT_003105,26,2611,99,9,9747231.218151765,9447674.658593358,2026,Bektemir tumani
YTT_002661,26,5026,134,5,13313436.0179012,11086320.974218618,2026,Toshkent shahri (maxsus toifa)
YTT_001259,26,2603,32,1,3419419.5527632283,2531884.248133866,2026,Yunusobod tumani
YTT_001566,26,2602,100,6,15421600.46073425,14394939.288893541,2026,Mirzo Ulug'bek tumani
YTT_000408,26,2609,46,4,2866215.366122756,2386477.1865562736,2026,Olmazor tumani
YTT_000567,26,2606,186,9,705748.0650242183,568290.7673706901,2026,Chilonzor tumani
YTT_001319,26,2602,32,10,662194.2296945581,465574.39892624726,2026,Mirzo Ulug'bek tumani
YTT_000227,26,2602,172,11,2323160.9072622973,2037330.1900387632,2026,Mirzo Ulug'bek tumani
YTT_004860,26,2606,47,2,3038544.233309163,2701332.5041382923,2026,Chilonzor tumani
YTT_003839,5026,2601,46,5,1561343.458828338,1227164.6017489291,2026,Mirobod tumani
YTT_001102,26,2607,134,3,16609499.608429208,14737259.714961294,2026,Sergeli tumani
YTT_004146,26,2612,51,10,13714711.275799284,10536226.737868385,2026,Yangihayot tumani
YTT_003805,26,2605,38,8,8213640.543775829,5759465.394538628,2026,Shayxontohur tumani
YTT_004717,26,2611,134,12,3318215.63636353,2485724.4241770217,2026,Bektemir tumani
YTT_004296,26,2604,182,10,3256144.570348461,2611805.7004301087,2026,Yakkasaroy tumani
YTT_003059,26,2607,182,10,7891423.397865627,6555401.519904882,2026,Sergeli tumani
YTT_004244,26,5026,172,10,1308015.4648311783,1174011.8103674317,2026,Toshkent shahri (maxsus toifa)
YTT_002792,26,2612,1,9,1718511.3699266426,1236610.3906310792,2026,Yangihayot tumani
YTT_001975,26,2608,51,10,5362727.575615484,3857714.1369024,2026,Yashnobod tumani
YTT_003389,26,5026,51,5,1804146.7018797982,1684697.7486642385,2026,Toshkent shahri (maxsus toifa)
YTT_001759,26,2606,46,9,13043036.23434387,9339284.332302645,2026,Chilonzor tumani
YTT_004708,26,2610,47,4,6777449.409167791,4855282.658975085,2026,Uchtepa tumani
YTT_003166,26,2606,172,12,2269242.482573321,1946274.4247422165,2026,Chilonzor tumani
YTT_002836,26,2608,38,7,1011336.545541404,979321.25860866,2026,Yashnobod tumani
YTT_003564,26,2608,46,1,12150307.406106232,11396647.044211464,2026,Yashnobod tumani
YTT_004205,26,2610,99,2,12780812.162159381,11665379.618101718,2026,Uchtepa tumani
YTT_000819,26,5026,46,4,8605818.967754414,8248480.457525228,2026,Toshkent shahri (maxsus toifa)
YTT_000660,26,5026,1,5,4766312.714296266,4327889.436649581,2026,Toshkent shahri (maxsus toifa)
YTT_002591,26,2607,181,2,2427987.9255333813,1777611.9160309557,2026,Sergeli tumani
YTT_000307,26,2612,199,12,879134.315856075,619408.8002173456,2026,Yangihayot tumani
YTT_004802,26,2609,130,1,2847818.573132795,2099852.2406289726,2026,Olmazor tumani
YTT_004540,26,5026,100,10,13546111.655272365,13268079.026072364,2026,Toshkent shahri (maxsus toifa)
YTT_001741,26,2601,130,4,5709954.773972422,4696614.827706264,2026,Mirobod tumani
YTT_001436,26,2606,38,1,3293722.729272231,3119348.149541586,2026,Chilonzor tumani
YTT_002180,26,2604,32,12,9650892.79802496,7876758.3069671355,2026,Yakkasaroy tumani
YTT_002770,26,2603,51,1,681252.7596788111,500444.02396377287,2026,Yunusobod tumani
YTT_003806,26,2603,99,8,1139641.651826027,1087305.9172336564,2026,Yunusobod tumani
YTT_000705,26,2606,38,6,481010.7717410619,426891.7953188481,2026,Chilonzor tumani
YTT_002206,26,2601,1,5,7174716.489340445,5519757.579128118,2026,Mirobod tumani
YTT_000334,26,2611,199,4,6405675.111138054,5319858.172663419,2026,Bektemir tumani
YTT_003657,26,2602,199,1,1086348.8726807022,967864.6124345122,2026,Mirzo Ulug'bek tumani
YTT_001839,26,2605,182,11,3488165.874900475,2459433.2920159,2026,Shayxontohur tumani
YTT_003611,26,2609,199,5,2665979.73158011,2482466.2015217063,2026,Olmazor tumani
YTT_000460,5026,2604,181,1,5543250.600715296,3948603.3837855794,2026,Yakkasaroy tumani
YTT_003357,26,2605,51,2,5338121.535606616,4154396.7406042772,2026,Shayxontohur tumani
YTT_000529,26,2611,134,3,1656446.4426417043,1539426.731209884,2026,Bektemir tumani
YTT_002572,26,2610,199,1,11971134.977142017,11035985.821116684,2026,Uchtepa tumani
YTT_002583,26,2606,32,5,21990451.947884962,17590415.997483842,2026,Chilonzor tumani
YTT_002060,26,5026,172,1,7043675.934179689,6355868.964128485,2026,Toshkent shahri (maxsus toifa)
YTT_001813,26,2607,130,7,1855501.9679981594,1816783.435738465,2026,Sergeli tumani
YTT_000757,26,5026,32,12,2262870.4920822396,2046237.251184478,2026,Toshkent shahri (maxsus toifa)
YTT_001537,26,2605,38,4,2899462.736886185,2181968.0383205847,2026,Shayxontohur tumani
YTT_001902,26,2608,51,10,1098260.7595618633,968599.1119515852,2026,Yashnobod tumani
YTT_000269,26,2601,199,5,3347763.2670138036,2507505.5084111146,2026,Mirobod tumani
YTT_004628,26,2605,1,10,792717.2215947121,589748.1173409907,2026,Shayxontohur tumani
YTT_004851,26,2609,100,11,1338679.407841503,1058024.8163095862,2026,Olmazor tumani
YTT_003612,26,2604,46,2,3738297.020994522,3504118.617790157,2026,Yakkasaroy tumani
YTT_001958,26,2606,99,12,15041501.53431504,11197530.980120452,2026,Chilonzor tumani
YTT_002015,26,2604,38,11,1207300.60587928,1000686.0205069161,2026,Yakkasaroy tumani
YTT_002216,26,5026,130,2,8593497.812770301,8449458.584122978,2026,Toshkent shahri (maxsus toifa)
YTT_003792,26,2610,134,9,2035937.513823353,1623333.6993640377,2026,Uchtepa tumani
YTT_004653,26,2609,1,8,17470844.653404515,14471409.067298971,2026,Olmazor tumani
YTT_001590,26,2612,47,9,6704543.553177849,6511735.79599401,2026,Yangihayot tumani
YTT_001670,26,2605,182,2,6930573.9083077945,5443094.089270631,2026,Shayxontohur tumani
YTT_004080,26,2606,38,7,4445511.4841766665,3478558.2038081964,2026,Chilonzor tumani
YTT_004493,26,2607,130,8,4338896.283174745,4106148.460332492,2026,Sergeli tumani
YTT_001524,26,2604,51,5,110928.80827979589,103231.82130223158,2026,Yakkasaroy tumani
YTT_001340,26,5026,47,4,16116357.197003538,14602842.477191273,2026,Toshkent shahri (maxsus toifa)
YTT_001587,26,2604,46,10,2816454.9495334732,2544162.844784216,2026,Yakkasaroy tumani
YTT_004473,26,2607,47,6,6273643.061718305,5672557.005461222,2026,Sergeli tumani
YTT_003606,26,2612,181,6,2077760.0663029342,2026038.9578386461,2026,Yangihayot tumani
YTT_000132,26,2612,32,12,2762038.1809746027,2522179.337748869,2026,Yangihayot tumani
YTT_002841,26,2611,46,10,7208204.061435247,5407169.667788806,2026,Bektemir tumani
YTT_000083,26,5026,47,3,14148091.290087193,10817426.408400757,2026,Toshkent shahri (maxsus toifa)
YTT_004363,26,2610,100,10,2269400.0707300897,2257761.6110028895,2026,Uchtepa tumani
YTT_002050,26,2611,100,10,7704886.803793856,5910439.311910033,2026,Bektemir tumani
YTT_000514,26,2603,130,2,1595949.3851069005,1309767.5512311854,2026,Yunusobod tumani
YTT_001773,26,2606,46,1,5305446.375964826,4924520.055712138,2026,Chilonzor tumani
YTT_004250,26,2611,134,2,4725204.772540852,4351591.774259165,2026,Bektemir tumani
YTT_002008,5026,2603,182,6,54776.31692178999,52641.89815452151,2026,Yunusobod tumani
YTT_004901,26,2601,182,9,5318865.40889425,4170285.3605045783,2026,Mirobod tumani
YTT_001136,26,2605,38,7,2824609.042720987,2606896.2008258826,2026,Shayxontohur tumani
YTT_000047,26,2603,134,3,103455.2608780203,91979.11850222442,2026,Yunusobod tumani
YTT_004459,26,2605,51,4,10841224.913677938,9907163.163628284,2026,Shayxontohur tumani
YTT_001268,26,2605,181,6,137285.8833875221,99532.92416409084,2026,Shayxontohur tumani
YTT_004480,26,2611,100,12,3907598.9344976847,3511855.7732227463,2026,Bektemir tumani
YTT_000666,26,2603,32,3,8511913.75841395,8347348.978149606,2026,Yunusobod tumani
YTT_003968,26,5026,32,4,1967259.35365455,1637044.0645739436,2026,Toshkent shahri (maxsus toifa)
YTT_000566,26,2610,38,11,1314399.8148360187,1306237.3909675186,2026,Uchtepa tumani
YTT_000684,5026,2602,182,3,3540820.833345275,2520634.83100201,2026,Mirzo Ulug'bek tumani
YTT_003714,26,2602,134,10,4705821.595803815,4112654.0547003755,2026,Mirzo Ulug'bek tumani
YTT_001871,26,2605,199,1,1829581.7937506952,1490773.7046603006,2026,Shayxontohur tumani
YTT_000382,26,2604,130,2,4037204.972147296,3755938.8407006343,2026,Yakkasaroy tumani
YTT_004456,26,2601,181,3,10227887.374104785,8570271.698918711,2026,Mirobod tumani
YTT_001180,26,2612,46,3,2541396.3827979336,1800434.4377535991,2026,Yangihayot tumani
YTT_002277,26,2603,100,5,1982231.8243308421,1798038.7252025797,2026,Yunusobod tumani
YTT_001466,26,2610,38,8,21166747.58619204,20763552.67352272,2026,Uchtepa tumani
YTT_002561,26,2610,186,11,719829.7730620861,571691.9824275691,2026,Uchtepa tumani
YTT_002859,26,2603,99,11,1185961.8140239974,839648.5189337495,2026,Yunusobod tumani
YTT_002686,26,5026,134,5,14067830.826484866,13879754.531794822,2026,Toshkent shahri (maxsus toifa)
YTT_003167,26,2608,46,3,1313676.693580926,1308228.9632544997,2026,Yashnobod tumani
YTT_003661,26,2605,134,5,1264495.78053666,978879.5227022788,2026,Shayxontohur tumani
YTT_003360,26,2602,47,4,8554204.577043178,7955043.563402837,2026,Mirzo Ulug'bek tumani
YTT_003629,26,2603,47,3,26583.095693264673,24488.669143907202,2026,Yunusobod tumani
YTT_000758,26,2605,51,8,3366381.3694167277,2715154.4135150225,2026,Shayxontohur tumani
YTT_000677,26,2601,46,9,844046.1087761287,799190.6769886028,2026,Mirobod tumani
YTT_000123,26,2607,199,2,3030295.3749106633,2300354.9771708767,2026,Sergeli tumani
YTT_003825,26,2606,182,10,29399873.42539872,27524825.6007597,2026,Chilonzor tumani
YTT_003065,26,2605,186,7,228455.78303956872,188068.70056427017,2026,Shayxontohur tumani
YTT_001652,26,2601,130,11,2244561.2032671035,1961750.9192896935,2026,Mirobod tumani
YTT_002252,26,2602,181,7,1090896.0037488143,844954.2614225227,2026,Mirzo Ulug'bek tumani
YTT_000074,26,2606,172,8,197293.03063909555,185231.3497052024,2026,Chilonzor tumani
YTT_001550,26,2612,46,6,3591362.404197209,2582463.9944584826,2026,Yangihayot tumani
YTT_003479,26,2604,181,7,6128633.320575287,5809608.430287792,2026,Yakkasaroy tumani
YTT_002339,26,2609,182,7,738839.2855995,620778.3963626166,2026,Olmazor tumani
YTT_003746,26,2606,99,4,6711025.773647264,4753221.393988127,2026,Chilonzor tumani
YTT_001311,26,2607,182,7,10170432.566188034,9168221.221016943,2026,Sergeli tumani
YTT_002407,26,2601,181,10,3206158.9254974313,2647573.6761545106,2026,Mirobod tumani
YTT_003288,26,2612,181,6,1995790.7906897685,1858800.3269393737,2026,Yangihayot tumani
YTT_003993,26,2607,199,12,21633885.200496543,19668303.191866595,2026,Sergeli tumani
YTT_000033,26,2612,130,7,392240.38271739765,374851.33653748734,2026,Yangihayot tumani
